input_row_key,Applications_of_AI_id,input_company_name,input_main_country_code,input_main_country,input_main_region,input_main_city,input_main_postcode,input_main_street,input_main_street_number,company_name,company_name_source,company_legal_names,company_commercial_names,main_country_code,main_country,country_source,main_region,main_postcode,main_street,main_city,city_source,primary_email,email_source,primary_phone,phone_source,short_description,description_source,year_founded,year_founded_source,employee_count,employee_count_source,generated_description,generated_business_tags,long_description,business_tags,main_business_category,main_industry,main_sector,company_type,revenue,website_url,website_domain,website_tld,website_language_code,linkedin_url,facebook_url,twitter_url,instagram_url,youtube_url,naics_2022_primary_code,naics_2022_primary_label,naics_2022_secondary_codes,naics_2022_secondary_labels,sic_codes,sic_labels,nace_rev2_codes,nace_rev2_labels,isic_v4_codes,isic_v4_labels,country_validation_verdict,country_validation_confidence,country_validation_method,country_validation_action,source_enrichment_file
176,f977dde5-f3a1-11ed-b737-7b786e8fdbf4,EY Godkendt Revisionspartnerselskab,DK,Denmark,Capital Region Of Denmark,Frederiksberg Municipality,2000,Dirch Passers Allé,36,Ey Grønland Godkendt Revisionsanpartsselskab,original,,Ey Grønland Godkendt Revisionsanpartsselskab,DK,Denmark,original,Capital Region Of Denmark,2000,Osvald Helmuths Vej,Frederiksberg,original,,missing,4573233000,original,"Ey Grønland Godkendt Revisionsanpartsselskab is an accounting & bookkeeping services company based in Frederiksberg, Denmark.",original,,missing,,missing,"Ey Grønland Godkendt Revisionsanpartsselskab is an accounting firm located in Frederiksberg, Denmark.",Financial Statement Preparation | Accounting Firm | Financial Consulting Services,,,Accounting & Bookkeeping Services,Accountants & Tax Services,Finance & Insurance,Private,,,,,,,,,,,541219,Other Accounting Services,,,8721,"Accounting, Auditing, and Bookkeeping Services (other accounting services)",69.2,"Accounting, bookkeeping and auditing activities; tax consultancy",6920,"Accounting, bookkeeping and auditing activities; tax consultancy",insufficient_data,0.0,,NO_ACTION,data_enriched.csv
176,032b0e60-d905-11ec-abe7-ff3ce871cab3,EY Godkendt Revisionspartnerselskab,DK,Denmark,Capital Region Of Denmark,Frederiksberg Municipality,2000,Dirch Passers Allé,36,Bech & Barkholt,original,,Bech & Barkholt,DK,Denmark,validation,Capital Region Of Denmark,2000,Stægers Allé,Frederiksberg Municipality,original,,missing,4533246005,original,Konsultation Konsultation kun efter aftale. Alle konsultationer foregår hos lægerne. Vores sekretær Johanne foretager...,final,,missing,,missing,"Laegerne Bech & Barkholt is a medical practice located in Frederiksberg Municipality, Capital Region of Denmark. The clinic operates with a team of doctors available for consultations and phone consultations between 8:00 and 9:00 daily. Patients can schedule appointments, renew prescriptions, and receive advice through the clinic's secretary, Johanne. The practice also offers vaccination services for Covid-19 and influenza, with specific appointments available for individuals over 65. Acute consultations are not available after 16:00, on weekends, or during holidays, and patients are referred to other colleagues in such cases.",Medical and Clinic Services | Health Cards | Sample Responses | Telephone Consultations with Doctors | Tests and Answering | Mental Health Services | Prescription Renewal | Healthcare Services | COVID-19 Vaccination 2023,"Telefonkonsultation hos lægerne : Alle hverdage mellem kl 8.00-9.00. Lægerne sidder ved telefonen hver dag mellem kl 8.00 og 9.00, hvor der. Lægerne Bech og Barkholt Stægers Alle 3 st. th.",,Clinics - Surgeons & Physicians,Hospitals & Clinics,Health Care & Social Assistance,Private,,https://bechogbarkholt.dk/,bechogbarkholt.dk,dk,da,,,,,,621111,Offices of Physicians (except Mental Health Specialists),,,8031 | 8011,"Offices and Clinics of Doctors of Osteopathy (except mental health specialists) | Offices and Clinics of Doctors of Medicine (except mental health specialists, HMO medical centers, and ambulatory surgical and emergency centers)",86.22 | 86.23 | 86.21,Specialist medical practice activities | Dental practice activities | General medical practice activities,8620,Medical and dental practice activities,CONFIRMED,1.0,tld,KEEP,data_enriched.csv
176,70ee15d2-93e4-11eb-97db-273ba5953680,EY Godkendt Revisionspartnerselskab,DK,Denmark,Capital Region Of Denmark,Frederiksberg Municipality,2000,Dirch Passers Allé,36,One Revision Statsautoriseret Revisionspartnerselskab,original,,One Revision Statsautoriseret Revisionspartnerselskab | One Revision,DK,Denmark,validation,Capital Region Of Denmark,2000,Roskildevej,Frederiksberg,original,ck@ck.dk,final,+4533301515,final,Vi sætter kunden i centrum og ønsker at være de bedste til at skabe en klar og forståelig dialog med vores kunder.,final,2006,original,8,original,"One Revision Statsautoriseret Revisionspartnerselskab is a company based in Frederiksberg, Denmark, operating within the certified public accounting industry.","Certified Public Accounting Services | Financial Statement Preparation | Compliance Requirements Consulting | Value Creation through Long-term Relationships | Tax Preparation & Planning | Personal Insight into Core Business | Quality Management Consulting | Auditing Solutions | Auditing Services for Various Industries | Professional, Committed, and Trustworthy Advice | Consulting Services for Owner-managed Businesses | Financial Sparring Partner","Vi er specialister i ejerledede virksomheder i SMV-segmentet og deler det samme mål om at blive opfattet som kundens tætteste økonomiske sparringspartner, hvor vi leverer partnertid med personlig indsigt, forståelse og engagement i kundens kerneforretning og udvikling heraf. Vores fundament bygger på langvarige og værdiskabende relationer gennem personligt engagement – til kunder, samarbejdspartnere og kollegaer. Christensen Kjærulff og One Revision giver kunderne partnertid. For os handler det om at forblive konkurrencedygtige på viden, kvalitet og pris. Vi har et værdifællesskab med One Revision, som betyder, at kunderne fortsat vil opleve kvalificeret og nærværende rådgivning samtidig med, at vi bliver styrket med nye gode kollegaer. Vi kan løbende se en konsolidering i revisorbranchen som konsekvens af stigende krav og omkostninger til compliance. One Revision er en ejerledet virksomhed fra 2004 med 8 revisorer og to indehavere, statsautoriserede revisorer Egon Ramskov Laursen og Hans Grube.",Financial Services | Get Empowered,Accounting & Bookkeeping Services,Accountants & Tax Services,Finance & Insurance,Private,1070233,http://www.onerevision.dk/,onerevision.dk,dk,da,http://www.linkedin.com/company/one-revision,,,,,541211,Offices of Certified Public Accountants,,,8721,"Accounting, Auditing, and Bookkeeping Services (auditing  accountants)",69.2,"Accounting, bookkeeping and auditing activities; tax consultancy",6920,"Accounting, bookkeeping and auditing activities; tax consultancy",CONFIRMED,1.0,tld,KEEP,data_enriched.csv
176,006fae0d-13ff-11ec-908b-8f6c2360da1d,EY Godkendt Revisionspartnerselskab,DK,Denmark,Capital Region Of Denmark,Frederiksberg Municipality,2000,Dirch Passers Allé,36,Mujin-kai,original,,Mujin-kai | Karateklubben Mujin-kai,DK,Denmark,validation,Capital Region Of Denmark,2000,Nyelandsvej,Frederiksberg Municipality,original,jan.isager@gmail.com,original,2025-10-13 11,final,"Mujin-kai is a karate club in Frederiksgberg. We practice traditional shotokan karate. Everyone is welcome, both beginners and advanced students.",final,,missing,,missing,"Mujin-kai is a karate club located in Frederiksberg Municipality, within the Capital Region of Denmark. The club specializes in traditional Shotokan karate, offering training to both beginners and advanced students. The dojo is situated in a central location in Copenhagen, making it easily accessible by bike, bus, or metro. Mujin-kai provides training in both English and Danish and welcomes individuals from various backgrounds, including foreign students and employees of Danish companies. The club emphasizes an informal atmosphere and social activities, fostering a community of like-minded practitioners.",Language Training in Swedish and Danish | Trial Lessons | Social Activities | Sports Club | Traditional Martial Arts | Martial Arts Training | Martial Arts Instruction | Traditional Shotokan Karate Training | Sports and Recreation | Joint Classes | Sports and Recreation Instruction,"Mujin-kai er en JKA Shotokan karateklub, her lægger vi vægt på at træne traditionel karate frem for sportskarate.",Physical Development | Basic Engineering | EFT Training,Martial Arts Gyms,Sports,"Arts, Entertainment & Recreation",Private,,https://mujin-kai.dk/,mujin-kai.dk,dk,da,,https://www.facebook.com/mujinkaikarate/,,,,711211,Sports Teams and Clubs,,,7941,Professional Sports Clubs and Promoters (professional sports clubs),93.12,Activities of sports clubs,9312,Activities of sports clubs,CONFIRMED,0.93,tld,KEEP,data_enriched.csv
177,33a00afc-f81d-11ed-8ed0-97e170af3960,ERP DENMARK ApS,DK,Denmark,Region Of Southern Denmark,Nyborg,5800,Lindholm Havnevej,31 2,Batteriindsamling ERP Denmark ApS.,original,Batteriindsamling ERP Denmark ApS.,,DK,Denmark,validation,Region Of Southern Denmark,5800,Falstervej,Nyborg,original,denmark@erp-recycling.org,original,4563330028,original,"Nu har I muligheden for at sætte bæredygtighed og genanvendelse på skoleskemaet og vinde en koncert for hele skolen med nogle af Danmarks populæreste YouTube’ere, Mika & Tobias.",original,,missing,,missing,"The European Recycling Platform Denmark (ERP Denmark) is an environmental consulting firm based in Nyborg, Denmark.",Regeneration Education | Component Manufacturing Services | Recycling Services | Music Education | Sustainability in Primary Schools | Concert Organization Services | Sustainability Education | Manufacturing Services | Environmental Consulting Services,"Nu har I muligheden for at sætte bæredygtighed og genanvendelse på skoleskemaet og vinde en koncert for hele skolen med nogle af Danmarks populæreste YouTube’ere, Mika & Tobias.",,Environmental Engineering Services,Engineering Services,Architecture & Engineering Services,Private,,http://erp-recycling.dk/?opi=79508299&sa=U&ved=0ahUKEwjzgJOUh7GMAxWCKlkFHZLZL3QQ61gIEigP&usg=AOvVaw0PPZ0r6uBXnllr0sJE3Krs,erp-recycling.dk,dk,,,https://www.facebook.com/Batteriindsamling/,,,,541330,Engineering Services,,,8711 | 8748,"Engineering Services | Business Consulting Services, NEC (traffic consultants)",71.11 | 71.12,Architectural activities | Engineering activities and related technical consultancy,7110,Architectural and engineering activities and related technical consultancy,CONFIRMED,0.8,tld,KEEP,data_enriched.csv
177,0cb38ea2-93e5-11eb-b997-8dd98d09cf25,ERP DENMARK ApS,DK,Denmark,Region Of Southern Denmark,Nyborg,5800,Lindholm Havnevej,31 2,UNIGgardin,original,UNIGGARDIN Aps. | UNIGgardin A/S.,UNIGgardin | UNIG gardiner | Uniggardins,SE,Sweden,enrichment,Region Of Southern Denmark,5800,Lindholm Havnevej,Nyborg,original,info@uniggardin.se,original,,missing,"Uniggardin återförsäljare alla populära persienner från Faber, VELUX och Kvardat och vår egen gardin varumärke UNIG. Du hittar allt inom rullgardiner, plissé gardiner, lamellgardiner, persienner, hiss gardiner, duschdraperier, insektsnät, etc.",original,,missing,30,original,"UNIGgardin is a Swedish company that specializes in selling affordable curtains and blinds from popular brands such as Faber, Velux, and Kvardat, as well as their own brand of curtains called UNIG. They offer a wide range of indoor and outdoor products, including roller blinds, pleated blinds and shades, panel blinds for both indoor and exterior use, shower curtains, and insect screens. UNIGgarden prides itself on being the largest curtain shop in Sweden, providing customers with the opportunity to purchase high-quality curtains without taking any risks and ensuring that they are 100% safe.",Honeycomb Curtains | Fast Delivery Service | 10-year Warranty Service | Panel Curtains Supplier | Pleated Curtains | Insect Nets | Curtains Retailer | Curtain & Blinds,"Inget att fundera över när vi ger ut dem gratis. Enkel måttagning och montering. Vi gör allt vi kan för att svara på ditt mejl/din förfrågan inom 2 vardagar. Om du råkar ta fel mått till dina nya skräddarsydda gardiner från UNIG, kan du teckna vår billiga måttagningsförsäkring utan självrisk. Så byter vi ut dina gardiner gratis. Välkommen till UNIG - en värld full av skräddarsydda gardiner. Hos UNIG hittar du Sveriges största urval av gardiner tillverkade efter mått. Vårt sortiment omfattar rullgardiner, plisségardiner, lamellgardiner, persienner, panelgardiner, duo rullgardiner, hissgardiner, gardiner, duschdraperier, insektsnätoch utvändig solgardin. Vår UNIG BASIC-serie innehåller bra produkter till lågpris. Här hittar du alltid de billigaste gardinerna efter mått. Vår UNIG LUX-serie består av alla slags gardiner i hög kvalitet till låga priser. Dessutom hittar du hela FABERs och VELUXs sortiment av solskydd. Sammanlagt hittar du fler än 2 000 olika färger, mönster och strukturer, som du allesamman kan köpa online här på sidan.",Online Shopping | Tips & Trends | Products Cheap | Display Ads,"Blinds, Curtains & Draperies",Home Fabrics & Accessories,Home Products,Private,6446429,https://www.uniggardin.se/,uniggardin.se,se,sv,https://www.linkedin.com/company/2715605,https://www.facebook.com/UNIGgardinse-109329785880631/,,,https://www.youtube.com/user/Uniggardinse,449122,Window Treatment Retailers,,,5431 | 5714 | 5719 | 5961 | 5961 | 5961 | 5142 | 5411 | 5421 | 5963,"Fruit and Vegetable Markets (temporary fruit and vegetable stands) | Drapery, Curtain, and Upholstery Stores (drapery and curtain stores except primarily custom) | Miscellaneous Homefurnishings Stores (blinds and shades) | Catalog and Mail-Order Houses (electronic shopping web sites) | Catalog and Mail-Order Houses (electronic auctions) | Catalog and Mail-Order Houses (mail-order houses) | Packaged Frozen Foods (frozen food sold via retail method) | Grocery Stores (frozen food and freezer plan providers) | Meat and Fish (Seafood) Markets, Including Freezer Provisioners (freezer provisioners) | Direct Selling Establishments (except mobile food services and food wagons)",47.99 | 95.24 | 47.89 | 47.53 | 47.91,"Other retail sale not in stores, stalls or markets | Repair of furniture and home furnishings | Retail sale via stalls and markets of other goods | Retail sale of carpets, rugs, wall and floor coverings in specialised stores | Retail sale via mail order houses or via Internet",4789 | 4753 | 4791 | 4799 | 9524,"Retail sale via stalls and markets of other goods | Retail sale of carpets, rugs, wall and floor coverings in specialized stores | Retail sale via mail order houses or via Internet | Other retail sale not in stores, stalls or markets | Repair of furniture and home furnishings",CONFLICT_UNCERTAIN,0.67,tld,REVIEW,data_enriched.csv
177,007a3ddc-2d21-11ef-a9ec-37657be75c07,ERP DENMARK ApS,DK,Denmark,Region Of Southern Denmark,Nyborg,5800,Lindholm Havnevej,31 2,ERP Huset Aps.,original,ERP Huset Aps.,,DK,Denmark,validation,Capital Region Of Denmark,3320,Markebækvej,Hillerød,original,,missing,4555722222,original,"Webhotel, domæne, hjemmeside, blog, webshop fra kr. 9,- inkl. gratis support kun hos SURFTOWN. Kom i gang uden teknisk baggrund - det er legende let!",final,,missing,,missing,"Erp Huset ApS is a company based in Hillerød, Denmark. The company is located in the Capital Region of Denmark.",IT Services | 541511 - Custom Computer Programming Services | IT Solutions | Custom Programming Services | IT Consulting Services | Software Development,,,,,,,,http://www.erphuset.dk/,erphuset.dk,dk,,,,,,,,,,,,,,,,,CONFIRMED,1.0,tld,KEEP,data_enriched.csv
177,433ee006-93e5-11eb-be3a-7f925cb94351,ERP DENMARK ApS,DK,Denmark,Region Of Southern Denmark,Nyborg,5800,Lindholm Havnevej,31 2,ERP House,original,,ERP House,DK,Denmark,validation,Region Of Southern Denmark,6200,Vestergade,Aabenraa,original,,missing,,missing,"ERP House er eksperter i ERP og med stor forretningsforståelse og mange års erfaring i branchen, er vi din hjælpende hånd i dit implementeringsprojekt.",original,2017,original,,missing,"ERP House is a company that specializes in implementing ERP (Enterprise Resource Planning) projects. They offer a comprehensive process model and accompanying system to ensure a smooth implementation process for their clients. With their expertise in ERP systems and broad business understanding, they provide valuable knowledge and tools to guide clients through the project and partner selection process. ERP House also offers unique tools to create clear overviews and maintain knowledge with minimal effort. They are committed to improving their processes and tools and are always looking for ways to improve their services.",ERP Implementation Services | ERP Implementation Assistance | Process Model for Industry and Distribution | Comprehensive Process Model | Partner Selection Services | Knowledge Maintenance Services | ERP Solutions | Document Management | Implementation Services | Consulting Services | Project Scope Guidance and Training | Business Process Outsourcing Services,"Få dit ERP projekt på sporet fra starten, og kom sikkert i mål. Vi møder dig med meget mere end et blankt stykke papir. Vi er eksperter i ERP med proces, viden og værktøjer til at sikre dit ERP projekt den helt rigtige start.",Business Consulting | Management Consulting Services,Business Consulting,Business Consulting,Other Professional Services,Private,,https://erphouse.net/,erphouse.net,net,da,http://www.linkedin.com/company/erp-house,,,,,541611,Administrative Management and General Management Consulting Services,,,8742,Management Consulting Services (administrative management and general management consulting),70.21 | 70.22,Public relations and communication activities | Business and other management consultancy activities,7020,Management consultancy activities,CONFIRMED,1.0,language,KEEP,data_enriched.csv
177,6ccd344d-0b8b-11ec-8dc0-11dd0996d417,ERP DENMARK ApS,DK,Denmark,Region Of Southern Denmark,Nyborg,5800,Lindholm Havnevej,31 2,ERP Systems,original,ERP Systems ApS.,ERP Systems,DK,Denmark,validation,,,,,missing,mo@erps.dk,original,4520114367,original,På dette tidspunkt kan man se den store fordel at at bruge et netværk af freelance konsulenter.,original,,missing,1,original,ERP Systems ApSK is a company that specializes in providing ERP solutions for businesses. They offer a range of services to help businesses manage their operations efficiently and effectively.,Implementation Services for Financial Institutions | ERP Implementation Services | Development and Testing | Project Management Services | Fit-gap Analysis | ERP Solutions Provider | Conversion Workshops | Consulting Services | Consultancy Services | Microsoft Dynamics AX | In-house Training,"På dette tidspunkt kan man se den store fordel at at bruge et netværk af freelance konsulenter. Dette er en filosofi jeg mener giver den bedste forretning på sigt. Da jeg har baggrund i økonomi, er min fokus på økonomidelen i systemet, men da alt hænger sammen i kæder, kan jeg enten selv, eller via samarbejdspartnere opsætte hele systemet. Jeg kan varetage projektledelsen, enten som ""leverandør"" eller varetage kundens ""projektlederrolle"".",ERP Systems | ERP Vendors,Software Development Services,Software & IT Services,IT&C Services,Private,195821,https://erps.dk/,erps.dk,dk,da,,,,,,541511,Custom Computer Programming Services,541611,Administrative Management and General Management Consulting Services,7371,Computer Programming Services,62.01,Computer programming activities,6201,Computer programming activities,CONFIRMED,1.0,tld,KEEP,data_enriched.csv
178,fd64c7e3-f2bb-11ee-8e3b-05deebf4a80f,Estel Technologies Private Limited,IN,India,Haryana,Gurugram District,122002,,,Estel Technologies,original,,Estel Technologies,HU,Hungary,validation,Saint Vincent And The Grenadines,VC0100,James Street,Kingstown,original,esteltechnologies.compliance.hu@esteltechnologies.org,original,,missing,"Kezdetben kételkedtem, hogy a kereskedésből lehet-e pénzt keresni, de minden pont fordítva bizonyult.",original,,missing,,missing,"Estel Technologies is a financial trading company that offers automated trading solutions through its Arbitrage bot. The company provides a range of services including trading in Forex, stocks, indices, and commodities. Estel Technologies integrates artificial intelligence into its bot to enhance data processing and accuracy. The company offers various account tiers with different benefits such as welcome bonuses, cash rebates, and withdrawal fee waivers. Estel Technologies also emphasizes client education and support, providing training materials and consultation services. The company operates globally, excluding certain regions including the United States, Ukraine, and Albania.",Indices Trading | Trading Accounts | Arbitration Bot | Robotic Trading Services | Technical Analysis | Advanced Accounts | Economic Calendar | Training Materials | Trading Charts | Secure Withdrawals,"Az arbitrázs kereskedési robotot csak az Ön személyes elemzője telepítheti és állíthatja be. A botot csakis szakértőnk indíthatja és konfigurálhatja. Az Ön céljai és célkitűzései számunkra elsődlegesek, függetlenül tőkéjének mértékétől vagy a számla típusától. Beépített indikátorok, többféle időkeret és grafikonok. A megbízások azonnali végrehajtása alkalmas a scalping stratégiákhoz, míg a terminál egyszerű beállítása és kezelése lehetővé teszi, hogy a kezdő és tapasztalt felhasználók egyaránt a lehető legtöbbet hozzák ki belőle. Kezdetben kételkedtem, hogy a kereskedésből lehet-e pénzt keresni, de minden pont fordítva bizonyult. A webhelyen analitika is van, ami segít a kereskedésben. Our goal is to let everyone work freely with the best conditions. Estel Technologies offers users to use bot for automated trading. The well-known WebTrader trading platform stands out for its feature set and high speed. We pay special attention to education, helping our clients learn a lot about the markets.",Technical Analysis | Risk Management | Financial Capability | Agricultural Commodities | Financial Assets | Marketing Analysis | Trading Signals | Negative Balances | Financial Instruments | Automated Trading,Investment Consultants & Financial Advisors,Investment Firms & Consultants,Finance & Insurance,Private,,https://esteltechnologies.ltd/,esteltechnologies.ltd,ltd,hu,,,,,,523940,Portfolio Management and Investment Advice,,,6371 | 6799 | 6733 | 6282 | 6282,"Pension, Health, and Welfare Funds (managers) | Investors, NEC (commodity contract pool operators) | Trusts, Except Educational, Religious, and Charitable (managers) | Investment Advice (portfolio managers) | Investment Advice (except portfolio managers)",66.3 | 66.19,"Fund management activities | Other activities auxiliary to financial services, except insurance and pension funding",6630 | 6619,Fund management activities | Other activities auxiliary to financial service activities,MISSING_FILLED,1.0,language,FILL_COUNTRY,data_enriched.csv
178,385fac00-93e5-11eb-aa66-9b8d95e2171b,Estel Technologies Private Limited,IN,India,Haryana,Gurugram District,122002,,,Estel Conversion Labs,original,Estel Conversion Labs Pvt. Ltd.,Estel Conversion Labs | Estellabs,DK,Denmark,validation,Maharashtra,416003,Rajarampuri 9th Lane,Vegas,final,sales@estellabs.com,original,9.12049E+11,original,"We are a specialist facility, handling a wide range of commercial and business content conversion and processing requirements.",original,,missing,13,original,"Estel Conversion Labs, legally known as Estel Conversion Labs Pvt. Ltd., based in Kolhapur, Maharashtra, is a certified Production Excellence Center specializing in the production, management, distribution, and fulfillment of digital content. The company handles a wide range of commercial and business content conversion and processing requirements, including high-quality scanning, indexing, and digitization of documents. Estel Conversion Labs provides services to publishers, corporate clients, and government entities, focusing on creating viable, dynamic, and accessible records and document archiving systems. The company is known for its high standards of quality and uses advanced technology and highly trained staff to deliver consistent and cost-effective solutions.",Content Conversion | Print-on-demand High-quality Scanning and Preparation | Training Content Editors | Document Scanners | Fulfillment And Distribution | High Volume Records | Digital Content Design and Production | Ebook Reader | Specialist Facilities | Document Archiving and Reference Systems | XML Conversion | Document Indexing | Certified Production Centers,"Estel Conversion Labs creates complete and powerful solutions for digital content publishing including: production, management, distribution and fulfilment",Content Production | Publisher Solutions | E-Books | Home Digital | Content Publishing | Newspapers & Periodicals | Education And Trainings | Services & Organizations | Digital Library | Long Term Archiving,Newspapers & Magazines,Newspapers & Magazines,Publishers & Media Companies,Private,92724,https://estellabs.com/,estellabs.com,com,en,http://www.linkedin.com/company/estel-conversion-labs-pvt-ltd,,,,,513120,Periodical Publishers,,,2741 | 2741 | 2721 | 8999 | 2721 | 2711 | 2771 | 2731 | 8999,"Miscellaneous Publishing (miscellaneous Internet publishing) | Miscellaneous Publishing (shopping news and advertising periodical publishing or publishing and printing except Internet) | Periodicals: Publishing, or Publishing and Printing (except Internet periodical publishing) | Services, NEC (Internet broadcasting, special interest web sites, entertainment sites, and interactive game sites) | Periodicals: Publishing, or Publishing and Printing (Internet periodical publishing) | Newspapers: Publishing, or Publishing and Printing (Internet newspaper publishing) | Greeting Cards (Internet greeting card publishers) | Books: Publishing, or Publishing and Printing (Internet book publishing) | Services, NEC (Internet web search portals)",58.13 | 58.14,Publishing of newspapers | Publishing of journals and periodicals,5813,"Publishing of newspapers, journals and periodicals",CONFLICT,1.0,page_text_country,CORRECT_COUNTRY,data_enriched.csv
178,e87217f9-93e4-11eb-8ad6-7326edce8d21,Estel Technologies Private Limited,IN,India,Haryana,Gurugram District,122002,,,Estel Technologies,original,Estel Technologies Pvt. Ltd.,Estel Technologies | EstelTelecom,IN,India,validation,Haryana,122001,Service Road,Gurugram,original,info@esteltelecom.com,final,+911242578200,final,"Estel Technologies, an ISO 9001 certified company, is a world leader in the space of Payment Solutions, Prepaid e-Top Up, e-Voucher, and Voucher Management for Telecom, Banking, Fintech and other solution providers.",final,1997,original,180,original,"Estel Technologies is an ISO 9001 certified company that specializes in Payment Solutions, Prepaid e-Top Up, e-Voucher, and Voucher Management for Telecom, Banking, Fintech, and other solution providers. They have developed some of the largest and most innovative e-top platforms in the world. Their product portfolio includes platforms for Telecom operators, Banks, Fibrillators, Mobile wallets, Mobile Money providers, and Payment Service providers. Estel Technologies has a strong global presence, with over 40 customers in 32 countries, with a focus on Asia, Africa, Middle East, CIS countries, and Latin America. They offer solutions for Prepaid Recharge, Mobile Financial Services Technology, and International Remittances Hub.",Voucher Management | Mobile Financial Services | Mobile Money Interoperability | Agency Banking | ISO 9001 Certification | Security Solutions | Mobile Commerce | Prepaid Recharge Software | Solution Specialist | System Integration Services Provider | Card-less and Card-based Payment Options | Multi-paid Provider Services | International Remittances for Telecom Operators | Micro ATM Services Provider | Prepaid E-tendering Solutions | Prepaid Recharge Provider | Bill Payments | Distribution Management System Provider | Cardless and M-atm Solutions | Cognitives Security Solutions Provider | Recharging and Utility Bills Payment Platform | Payment Processing Solutions Provider | Remittance Aggregation Provider | E-voucher and E-topup Solutions | Cloud-agnostic Platform | E-top-up Platforms | Unified API Protection Services | Telecom Analytics Solutions Provider | Merchant Solutions Provider | Merchant Payment Solutions,"Our relentless pursuit of innovation and excellence has resulted in a track record of remarkable achievements and industry recognitions. Serving over 600 million people globally. Processing more than 39 million+ transactions daily. Delivered world's largest e-Topup platform. Complete control over digital distribution network and channels providing end-to-end visibility and tools to monitor and stimulate distribution agent performance. By leveraging advanced analytics, telecom companies can gain valuable insights from their data and make informed decisions to drive business growth and success. Designed to empower businesses across the globe, our extensive range of cutting-edge digital payment and telecom solutions cater to the unique needs of mobile network operators, banks, retailers, and other businesses. Discover how our innovative offerings can help you unlock new opportunities, drive growth, and stay ahead in the ever-evolving digital landscape. Bridging the gap between the unbanked and financial services by offering accessible, affordable, and user-friendly solutions, fostering economic growth and empowering individuals and communities globally.",Financial Services | Payment Solutions | Mobile Financial Services | Mobile Payment Solutions | Voucher Management | Agency Banking | Fintech | Bill Payer | Significant Transactions | International Remittance,Payment Processing & Point of Sale,Banks & Financial Services,Finance & Insurance,Private,4300000,https://esteltelecom.com/,esteltelecom.com,com,en,https://www.linkedin.com/company/estel-technologies,https://www.facebook.com/Estel-Technologies-Pvt-Ltd-100068240923738/,https://twitter.com/esteltechnology,https://www.instagram.com/esteltechnology/,https://www.youtube.com/@EstelTech,522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",,,6099 | 7389 | 6153,"Functions Related to Depository Banking, NEC (electronic funds transfer networks and clearinghouse associations) | Business Services, NEC (credit card and check validation service) | Short-Term Business Credit Institutions, Except Agricultural (credit card service)",66.19,"Other activities auxiliary to financial services, except insurance and pension funding",6619,Other activities auxiliary to financial service activities,CONFIRMED,0.77,page_text_country,KEEP,data_enriched.csv
178,01327923-6cdd-11ec-8150-f141fe7b9b1b,Estel Technologies Private Limited,IN,India,Haryana,Gurugram District,122002,,,Estel,original,,Estel,RU,Russia,validation,Moscow,,,,missing,,missing,74997020125,original,"Главная - Студия ""Pro Estel"" Москва: обучение парикмахеров при поддержке Estel Professional Студия ""Pro Estel"" Москва: обучение парикмахеров при поддержке Estel Professional",original,,missing,,missing,"Pro Estel is a company based in Moscow that specializes in training hairdressers and models in the field of hairdressing. The company operates under the support of Estel Professional and offers courses in coloring, haircuts, styling, hair care, eyebrow correction, and hair architecture. Pro Estel provides a unique teaching staff, personalized attention, and maximum practical experience through hands-on training on models. The company serves a diverse clientele, including beauty salons, professional stores, educational institutions, and private masters. Pro Estel is an official distributor of Estel Professional products and actively participates in all events and promotions associated with the brand.",Educational | Eyebrow Correction Services | Hair Coloring Services | Hairdressing Education and Training | Haircuts and Styling Services,"ООО «Pro Estel» является постоянным участником всех мероприятий и акций, проходящих под маркой Estel Professional. Активно развивая бренд Estel Professional, наша компания осуществляет комплексное обслуживание предприятий индустрии красоты всем необходимым для повседневной работы и дальнейшего развития. Как дойти от метро Дмитровская до студии Profcosmo - YouTubeStudio ProEstel11 subscribersКак дойти от метро Дмитровская до студии ProfcosmoStudio ProEstelSearchWatch laterShareCopy linkInfoShoppingTap to unmuteIf playback doesn't begin shortly, try restarting your device.More videosMore videosYou're signed outVideos you watch may be added to the TV's watch history and influence TV recommendations.",Hosting A Seminar | Instructional Facilities | Salesforce Staffing | Placement Opportunities | Applications And Software | Awareness Materials | Goals & Purpose | Visiting Info | Fashion Weeks,Beauty Schools,Professional Schools,Education,Private,,https://estelstudio.pro/,estelstudio.pro,pro,ru,,,,,,611511,Cosmetology and Barber Schools,,,7231 | 7241,Beauty Shops (beauty and cosmetology schools) | Barber Shops (barber colleges),85.32,Technical and vocational secondary education,8522,Technical and vocational secondary education,CONFIRMED,1.0,language,KEEP,data_enriched.csv
